series,window,dow_filter,outcome,signal,quintile,lo,hi,n,mean,median,p90,p95,max,pct_gt_p80all
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,wcpr_this,Q3,0.3337,0.5245,55,40.26,34.66,71.38,77.51,116.91,12.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,wcpr_this,Q4,0.5245,0.7775,54,44.07,38.61,61.5,86.01,160.09,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,wcpr_this,Q5,0.7775,2.6857,55,42.33,37.36,69.52,78.25,102.31,10.9
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,wcpr_prev,Q1,0.0029,0.1992,55,40.49,32.54,77.41,92.2,125.28,12.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,wcpr_prev,Q2,0.1992,0.3502,54,41.93,35.44,71.08,89.68,160.09,11.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,wcpr_prev,Q3,0.3502,0.5254,54,39.33,37.09,68.77,77.19,100.09,11.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,wcpr_prev,Q4,0.5254,0.768,54,39.79,34.31,64.85,84.07,125.64,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,wcpr_prev,Q5,0.768,2.6857,55,38.84,36.13,59.21,82.84,102.31,7.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,gap_abs,Q1,0.0014,0.1131,55,39.55,34.94,70.62,90.89,125.28,10.9
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,gap_abs,Q2,0.1131,0.2096,54,37.44,34.74,61.92,72.81,125.64,7.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,gap_abs,Q3,0.2096,0.3483,55,34.23,29.0,55.59,64.66,107.49,5.5
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,gap_abs,Q4,0.3483,0.6588,54,47.73,39.77,87.47,100.87,160.09,16.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,gap_abs,Q5,0.6588,2.7634,55,41.38,34.05,68.82,82.04,116.91,10.9
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,gap_pct,Q1,-2.7634,-0.3078,55,41.9,34.51,71.11,87.07,116.91,10.9
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,gap_pct,Q2,-0.3078,-0.0634,54,38.75,36.2,66.31,73.76,125.64,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,gap_pct,Q3,-0.0634,0.157,55,39.09,34.94,66.65,90.89,125.28,10.9
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,gap_pct,Q4,0.157,0.3899,54,35.45,29.02,58.43,82.55,107.49,7.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,gap_pct,Q5,0.3899,1.6851,55,44.93,38.84,74.8,93.43,160.09,12.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pdr_pct,Q1,0.3486,0.6427,55,34.23,28.18,52.93,72.33,151.53,7.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pdr_pct,Q2,0.6427,0.81,54,35.1,26.22,72.53,82.8,100.09,11.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pdr_pct,Q3,0.81,1.0613,55,41.62,36.82,62.26,77.52,160.09,7.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pdr_pct,Q4,1.0613,1.3745,54,41.52,37.34,58.27,90.3,125.64,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pdr_pct,Q5,1.3745,3.3261,55,47.69,44.11,81.14,89.96,116.91,16.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pdr_rel,Q1,0.3763,0.6415,54,34.86,26.91,53.95,72.93,160.09,7.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pdr_rel,Q2,0.6415,0.8694,54,41.06,32.07,84.9,97.42,151.53,14.8
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pdr_rel,Q3,0.8694,1.07,53,39.07,35.93,59.09,72.54,125.28,5.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pdr_rel,Q4,1.07,1.3485,54,41.76,36.9,74.28,79.12,102.31,14.8
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pdr_rel,Q5,1.3485,2.8078,54,42.18,38.25,61.8,77.61,116.91,7.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,atr14_pct,Q1,0.5945,0.8282,54,34.57,28.76,59.23,65.92,107.49,5.6
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,atr14_pct,Q2,0.8282,0.9765,54,36.26,34.62,61.07,67.54,125.28,5.6
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,atr14_pct,Q3,0.9765,1.1596,54,39.61,35.9,62.11,80.67,151.53,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,atr14_pct,Q4,1.1596,1.4263,54,40.59,33.53,74.94,91.9,160.09,11.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,atr14_pct,Q5,1.4263,2.3815,55,48.78,41.38,86.39,94.1,125.64,20.0
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_open,Q1,9.19,12.036,55,31.04,25.48,52.12,61.46,74.95,3.6
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_open,Q2,12.036,13.41,55,34.57,32.21,53.44,61.06,80.65,1.8
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_open,Q3,13.41,15.464,54,42.96,35.38,85.56,102.68,151.53,14.8
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_open,Q4,15.464,19.056,55,43.02,38.84,77.44,87.39,125.64,12.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_open,Q5,19.056,31.98,55,48.35,40.37,85.32,94.1,160.09,18.2
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_oc_pct,Q1,-8.992,0.0,27,39.12,34.24,53.41,93.15,160.09,7.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_oc_pct,Q5,0.0,21.795,246,40.15,34.88,70.66,86.5,151.53,10.6
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_oc_pts,Q1,-1.36,0.0,27,39.12,34.24,53.41,93.15,160.09,7.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_oc_pts,Q5,0.0,4.08,246,40.15,34.88,70.66,86.5,151.53,10.6
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_cc_pct,Q1,-15.516,-3.9702,55,40.85,29.86,68.48,107.65,160.09,10.9
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_cc_pct,Q2,-3.9702,-1.8478,54,35.95,31.16,57.04,77.44,102.31,7.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_cc_pct,Q3,-1.8478,-0.0656,55,38.67,33.79,67.26,77.6,116.91,10.9
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_cc_pct,Q4,-0.0656,2.0678,54,39.92,36.16,76.29,88.23,107.49,11.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_cc_pct,Q5,2.0678,30.318,55,44.77,39.14,69.68,87.59,151.53,10.9
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_cc_pts,Q1,-3.28,-0.62,54,44.75,37.52,74.66,110.35,160.09,14.8
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_cc_pts,Q2,-0.62,-0.27,51,32.87,28.52,50.53,56.42,95.24,3.9
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_cc_pts,Q3,-0.27,-0.008,59,37.66,33.73,65.75,76.73,116.91,10.2
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_cc_pts,Q4,-0.008,0.286,54,38.41,35.46,65.86,85.57,107.49,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,vix_chg_cc_pts,Q5,0.286,7.44,55,46.25,39.49,80.82,89.22,151.53,12.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pre_move_bp,Q1,0.1,8.478,55,40.4,34.43,69.64,98.91,160.09,10.9
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pre_move_bp,Q2,8.478,18.154,55,34.48,27.0,53.81,65.92,116.91,5.5
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pre_move_bp,Q3,18.154,30.228,54,35.95,32.2,57.8,63.74,125.28,3.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pre_move_bp,Q4,30.228,47.782,55,37.5,36.82,60.61,69.9,102.31,7.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pre_move_bp,Q5,47.782,115.49,55,51.48,47.47,86.39,92.2,125.64,23.6
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pre_range_bp,Q1,18.58,34.826,55,34.64,29.04,50.5,54.29,151.53,3.6
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pre_range_bp,Q2,34.826,44.868,55,29.35,25.45,41.04,52.2,125.28,1.8
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pre_range_bp,Q3,44.868,54.302,54,35.43,30.48,60.53,70.09,87.8,7.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pre_range_bp,Q4,54.302,70.956,55,44.12,38.14,78.91,85.97,107.49,14.5
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,pre_range_bp,Q5,70.956,147.49,55,56.24,49.21,89.96,105.14,160.09,23.6
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,cpr_today,Q1,0.0009,0.0722,55,0.44,0.37,0.67,1.14,1.79,9.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,cpr_today,Q2,0.0722,0.1285,54,0.4,0.36,0.7,0.77,0.88,11.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,cpr_today,Q3,0.1285,0.2079,55,0.41,0.34,0.8,0.98,1.07,12.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,cpr_today,Q4,0.2079,0.2938,54,0.44,0.37,0.7,0.91,1.19,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,cpr_today,Q5,0.2938,1.044,55,0.42,0.4,0.7,0.78,0.93,9.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,cpr_prev,Q1,0.0001,0.0742,54,0.44,0.37,0.7,0.88,1.32,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,cpr_prev,Q2,0.0742,0.1325,55,0.43,0.37,0.76,0.87,1.0,16.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,cpr_prev,Q3,0.1325,0.199,55,0.41,0.36,0.66,0.75,1.07,5.5
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,cpr_prev,Q4,0.199,0.296,54,0.43,0.36,0.73,0.97,1.79,11.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,cpr_prev,Q5,0.296,0.9198,55,0.4,0.35,0.66,0.82,1.19,9.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,wcpr_this,Q1,0.0029,0.1972,55,0.41,0.33,0.64,0.82,1.79,7.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,wcpr_this,Q2,0.1972,0.3337,54,0.41,0.3,0.77,0.94,1.32,13.0
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,wcpr_this,Q3,0.3337,0.5245,55,0.44,0.39,0.76,0.86,1.07,12.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,wcpr_this,Q4,0.5245,0.7775,54,0.46,0.43,0.77,0.92,1.19,13.0
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,wcpr_this,Q5,0.7775,2.6857,55,0.39,0.35,0.63,0.7,1.0,5.5
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,wcpr_prev,Q1,0.0029,0.1992,55,0.43,0.37,0.72,0.94,1.32,10.9
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,wcpr_prev,Q2,0.1992,0.3502,54,0.45,0.36,0.84,0.96,1.79,13.0
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,wcpr_prev,Q3,0.3502,0.5254,54,0.43,0.39,0.67,0.78,1.1,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,wcpr_prev,Q4,0.5254,0.768,54,0.42,0.39,0.68,0.77,1.22,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,wcpr_prev,Q5,0.768,2.6857,55,0.38,0.32,0.68,0.8,0.93,9.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,gap_abs,Q1,0.0014,0.1131,55,0.45,0.38,0.87,0.99,1.32,14.5
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,gap_abs,Q2,0.1131,0.2096,54,0.41,0.37,0.67,0.79,1.19,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,gap_abs,Q3,0.2096,0.3483,55,0.39,0.35,0.64,0.74,1.22,5.5
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,gap_abs,Q4,0.3483,0.6588,54,0.48,0.4,0.76,0.99,1.79,16.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,gap_abs,Q5,0.6588,2.7634,55,0.37,0.32,0.6,0.72,0.92,5.5
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,gap_pct,Q1,-2.7634,-0.3078,55,0.41,0.36,0.71,0.77,0.92,9.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,gap_pct,Q2,-0.3078,-0.0634,54,0.44,0.38,0.73,0.96,1.19,11.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,gap_pct,Q3,-0.0634,0.157,55,0.43,0.37,0.76,0.9,1.32,12.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,gap_pct,Q4,0.157,0.3899,54,0.4,0.35,0.7,0.86,1.22,11.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,gap_pct,Q5,0.3899,1.6851,55,0.42,0.38,0.63,0.86,1.79,7.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pdr_pct,Q1,0.3486,0.6427,55,0.41,0.36,0.65,0.8,1.79,9.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pdr_pct,Q2,0.6427,0.81,54,0.4,0.32,0.76,0.87,1.1,14.8
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pdr_pct,Q3,0.81,1.0613,55,0.45,0.38,0.84,0.96,1.11,12.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pdr_pct,Q4,1.0613,1.3745,54,0.44,0.38,0.71,0.93,1.32,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pdr_pct,Q5,1.3745,3.3261,55,0.4,0.4,0.59,0.68,0.92,5.5
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pdr_rel,Q1,0.3763,0.6415,54,0.36,0.31,0.61,0.8,1.11,7.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pdr_rel,Q2,0.6415,0.8694,54,0.44,0.32,0.81,1.06,1.79,16.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pdr_rel,Q3,0.8694,1.07,53,0.42,0.36,0.66,0.82,1.32,7.5
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pdr_rel,Q4,1.07,1.3485,54,0.41,0.38,0.65,0.73,1.0,7.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pdr_rel,Q5,1.3485,2.8078,54,0.47,0.44,0.78,0.93,1.22,13.0
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,atr14_pct,Q1,0.5945,0.8282,54,0.47,0.38,0.78,0.96,1.22,16.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,atr14_pct,Q2,0.8282,0.9765,54,0.43,0.41,0.69,0.8,1.32,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,atr14_pct,Q3,0.9765,1.1596,54,0.43,0.37,0.68,0.8,1.79,7.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,atr14_pct,Q4,1.1596,1.4263,54,0.39,0.32,0.62,0.97,1.11,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,atr14_pct,Q5,1.4263,2.3815,55,0.38,0.31,0.62,0.79,1.19,9.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_open,Q1,9.19,12.036,55,0.44,0.37,0.73,0.91,1.07,12.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_open,Q2,12.036,13.41,55,0.43,0.4,0.65,0.76,0.97,7.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_open,Q3,13.41,15.464,54,0.48,0.39,0.9,1.14,1.79,14.8
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_open,Q4,15.464,19.056,55,0.4,0.36,0.72,0.8,1.19,10.9
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_open,Q5,19.056,31.98,55,0.35,0.3,0.59,0.68,1.11,5.5
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_oc_pct,Q1,-8.992,0.0,27,0.39,0.32,0.56,0.95,1.22,7.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_oc_pct,Q5,0.0,21.795,246,0.42,0.37,0.73,0.88,1.79,10.6
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_oc_pts,Q1,-1.36,0.0,27,0.39,0.32,0.56,0.95,1.22,7.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_oc_pts,Q5,0.0,4.08,246,0.42,0.37,0.73,0.88,1.79,10.6
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_cc_pct,Q1,-15.516,-3.9702,55,0.41,0.35,0.66,1.1,1.32,9.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_cc_pct,Q2,-3.9702,-1.8478,54,0.38,0.34,0.66,0.75,0.87,7.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_cc_pct,Q3,-1.8478,-0.0656,55,0.42,0.38,0.74,0.9,1.0,10.9
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_cc_pct,Q4,-0.0656,2.0678,54,0.43,0.34,0.82,0.9,1.22,14.8
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_cc_pct,Q5,2.0678,30.318,55,0.46,0.42,0.66,0.82,1.79,9.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_cc_pts,Q1,-3.28,-0.62,54,0.43,0.38,0.73,1.1,1.32,11.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_cc_pts,Q2,-0.62,-0.27,51,0.37,0.34,0.61,0.7,0.87,5.9
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_cc_pts,Q3,-0.27,-0.008,59,0.42,0.37,0.72,0.9,1.0,10.2
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_cc_pts,Q4,-0.008,0.286,54,0.43,0.35,0.76,0.9,1.22,13.0
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,vix_chg_cc_pts,Q5,0.286,7.44,55,0.46,0.42,0.72,0.89,1.79,10.9
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pre_move_bp,Q1,0.1,8.478,55,0.43,0.36,0.65,0.94,1.79,9.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pre_move_bp,Q2,8.478,18.154,55,0.39,0.32,0.7,0.76,0.93,9.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pre_move_bp,Q3,18.154,30.228,54,0.42,0.38,0.66,0.91,1.32,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pre_move_bp,Q4,30.228,47.782,55,0.38,0.36,0.63,0.76,0.79,7.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pre_move_bp,Q5,47.782,115.49,55,0.48,0.45,0.86,1.02,1.19,16.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pre_range_bp,Q1,18.58,34.826,55,0.42,0.36,0.67,0.78,1.79,9.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pre_range_bp,Q2,34.826,44.868,55,0.33,0.3,0.52,0.57,1.32,1.8
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pre_range_bp,Q3,44.868,54.302,54,0.4,0.36,0.68,0.9,1.07,9.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pre_range_bp,Q4,54.302,70.956,55,0.44,0.38,0.76,0.84,1.22,12.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_norm,pre_range_bp,Q5,70.956,147.49,55,0.49,0.45,0.86,1.06,1.19,18.2
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,cpr_today,Q1,0.0,0.0675,271,35.46,28.05,60.2,83.34,160.09,8.1
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,cpr_today,Q2,0.0675,0.1288,271,34.54,29.91,59.58,69.28,149.67,6.3
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,cpr_today,Q3,0.1288,0.2048,271,35.52,28.27,64.71,86.81,177.63,8.9
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,cpr_today,Q4,0.2048,0.3086,271,39.44,33.26,64.84,84.35,150.91,9.6
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,cpr_today,Q5,0.3086,1.5878,272,50.11,43.46,79.71,99.48,368.46,17.3
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,cpr_prev,Q1,0.0,0.0673,271,36.01,28.78,62.99,79.74,177.63,7.7
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,cpr_prev,Q2,0.0673,0.1287,271,36.63,28.83,60.63,77.15,368.46,7.7
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,cpr_prev,Q3,0.1287,0.2055,271,37.03,31.27,68.3,86.44,149.67,11.1
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,cpr_prev,Q4,0.2055,0.3088,271,39.51,33.88,60.61,81.32,160.09,7.4
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,cpr_prev,Q5,0.3088,1.5878,271,45.66,38.52,76.3,95.29,257.71,15.9
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,wcpr_this,Q1,0.0029,0.1973,270,37.98,29.94,73.38,93.26,151.53,12.2
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,wcpr_this,Q2,0.1973,0.342,270,34.89,28.94,62.44,75.75,146.35,8.1
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,wcpr_this,Q3,0.342,0.5267,271,37.7,31.19,64.84,82.36,177.63,9.2
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,wcpr_this,Q4,0.5267,0.7828,271,39.76,32.84,61.62,81.49,368.46,8.5
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,wcpr_this,Q5,0.7828,2.6857,274,44.7,40.55,70.72,91.24,176.26,12.0
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,wcpr_prev,Q1,0.0029,0.1973,268,38.2,32.22,63.15,87.94,146.35,9.0
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,wcpr_prev,Q2,0.1973,0.3555,271,36.33,31.96,60.63,73.0,160.09,7.0
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,wcpr_prev,Q3,0.3555,0.5414,267,37.85,31.27,65.22,85.37,144.32,9.4
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,wcpr_prev,Q4,0.5414,0.7858,274,41.74,33.15,75.97,94.6,368.46,15.3
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,wcpr_prev,Q5,0.7858,2.6857,271,40.7,34.95,66.0,84.93,177.63,9.2
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,gap_abs,Q1,0.0006,0.0959,271,35.75,28.64,63.04,81.3,150.91,8.9
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,gap_abs,Q2,0.0959,0.2082,271,35.58,29.41,59.71,77.15,146.35,7.7
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,gap_abs,Q3,0.2082,0.3359,270,37.12,31.7,63.11,74.65,176.26,7.4
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,gap_abs,Q4,0.3359,0.5631,272,40.52,32.36,76.25,100.17,368.46,11.8
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,gap_abs,Q5,0.5631,5.2454,272,46.1,40.25,73.83,94.46,257.71,14.3
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,gap_pct,Q1,-5.2454,-0.2242,271,44.63,37.83,75.41,93.76,368.46,13.7
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,gap_pct,Q2,-0.2242,0.0174,270,36.76,28.79,65.18,83.29,141.2,10.0
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,gap_pct,Q3,0.0174,0.1924,272,35.85,30.67,60.41,78.35,150.91,7.7
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,gap_pct,Q4,0.1924,0.4031,271,35.44,29.86,60.63,80.11,176.26,7.4
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,gap_pct,Q5,0.4031,4.523,272,42.43,36.26,67.74,99.32,257.71,11.4
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,pdr_pct,Q1,0.0,0.6115,271,29.22,24.73,49.35,60.42,177.63,3.7
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,pdr_pct,Q2,0.6115,0.805,271,33.82,28.05,58.22,74.7,149.67,6.6
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,pdr_pct,Q3,0.805,1.0093,271,36.89,31.63,61.79,83.2,119.66,8.1
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,pdr_pct,Q4,1.0093,1.3661,271,42.95,37.36,71.04,89.85,176.26,12.2
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,pdr_pct,Q5,1.3661,8.3584,272,52.17,45.08,85.93,99.81,368.46,19.5
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,pdr_rel,Q1,0.0,0.6314,267,32.96,27.07,56.97,67.94,160.09,5.2
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,pdr_rel,Q2,0.6314,0.8035,267,37.81,30.11,69.23,92.95,177.63,10.9
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,pdr_rel,Q3,0.8035,1.0205,267,37.93,32.92,65.97,81.82,144.32,9.7
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,pdr_rel,Q4,1.0205,1.3057,267,38.93,33.35,64.89,85.35,176.26,9.7
SENSEX_5MIN,FRI_1000_1200,ALL,exc_bp,pdr_rel,Q5,1.3057,9.0393,268,46.34,40.36,74.37,95.84,368.46,13.4
