date,seed1,seed2,seed3,seed4,seed5,seed6,seed7,seed8,seed9,seed10,seed11,seed12,seed13,seed14,seed15,seed16,seed17,seed18,seed19,seed20,seed21,seed22,seed23,seed24,seed25,seed26,seed27,seed28,seed29,seed30
2006-01-02,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127,1000198.4126984127
2006-01-03,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243,1000396.8647644243
2006-01-04,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458,1000595.3562058458
2006-01-05,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899,1000793.8870304899
2006-01-06,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705,1000992.4572461705
2006-01-09,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035,1001191.0668607035
2006-01-10,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906,1001389.715881906
2006-01-12,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968,1001588.4043175968
2006-01-13,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963,1001787.1321755963
2006-01-16,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264,1001985.8994637264
2006-01-17,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105,1002184.7061898105
2006-01-18,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736,1002383.5523616736
2006-01-19,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421,1002582.4379871421
2006-01-20,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443,1002781.3630740443
2006-01-23,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099,1002980.3276302099
2006-01-24,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698,1003179.3316634698
2006-01-25,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657,1003378.375181657
2006-01-27,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058,1003577.4581926058
2006-01-30,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519,1003776.5807041519
2006-01-31,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328,1003975.7427241328
2006-02-01,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877,1004174.9442603877
2006-02-02,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567,1004374.1853207567
2006-02-03,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822,1004573.4659130822
2006-02-06,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079,1004772.7860452079
2006-02-07,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788,1004972.1457249788
2006-02-08,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416,1005171.5449602416
2006-02-10,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449,1005370.9837588449
2006-02-13,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383,1005570.4621286383
2006-02-14,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733,1005769.9800774733
2006-02-15,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029,1005969.5376132029
2006-02-16,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818,1006169.1347436818
2006-02-17,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659,1006368.7714767659
2006-02-20,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128,1006568.4478203128
2006-02-21,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819,1006768.1637821819
2006-02-22,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339,1006967.9193702339
2006-02-23,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312,1007167.7145923312
2006-02-24,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376,1007367.5494563376
2006-02-27,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186,1007567.4239701186
2006-02-28,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412,1007767.3381415412
2006-03-01,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741,1007967.2919784741
2006-03-02,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873,1008167.2854887873
2006-03-03,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525,1008367.3186803525
2006-03-06,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431,1008567.3915610431
2006-03-07,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337,1008767.5041387337
2006-03-08,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301,1008967.656421301
2006-03-09,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226,1009167.8484166226
2006-03-10,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783,1009368.0801325783
2006-03-13,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049,1009568.351577049
2006-03-14,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174,1009768.6627579174
2006-03-16,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678,1009969.0136830678
