variant,symbol,date,direction,entry_time,entry,stop,target,qty,exit_time,exit_price,exit_reason,gross_pnl,net_pnl
10min_macd_zero,ADANIPORTS,2025-09-29,SHORT,2025-09-29T10:40:00,1392.70,1398.70,1380.70,215,2025-09-29T11:40:00,1380.70,TARGET,2580.00,2132.79
10min_macd_zero,ADANIPORTS,2025-12-26,SHORT,2025-12-26T13:40:00,1491.20,1492.20,1489.20,201,2025-12-26T14:00:00,1489.20,TARGET,402.00,-47.30
10min_macd_zero,ADANIPORTS,2026-01-23,SHORT,2026-01-23T14:10:00,1317.10,1339.80,1271.70,110,2026-01-23T15:20:00,1310.70,EOD,704.00,487.21
15min_macd_cross,INDUSINDBK,2024-07-15,LONG,2024-07-15T13:30:00,1445.75,1440.45,1456.35,207,2024-07-15T15:15:00,1443.80,EOD,-403.65,-852.25
15min_macd_cross,PNB,2024-08-09,SHORT,2024-08-09T10:15:00,111.08,111.64,109.96,2700,2024-08-09T13:30:00,111.64,STOP,-1512.00,-1963.01
15min_macd_cross,BANKBARODA,2025-11-18,SHORT,2025-11-18T11:45:00,288.35,289.15,286.75,1040,2025-11-18T12:30:00,286.75,TARGET,1664.00,1215.42
15min_macd_cross,WIPRO,2024-04-03,SHORT,2024-04-03T14:15:00,231.20,232.05,229.50,1297,2024-04-03T15:15:00,230.85,EOD,453.95,4.49
15min_macd_cross,WIPRO,2025-03-17,SHORT,2025-03-17T10:30:00,254.35,258.40,246.25,617,2025-03-17T15:15:00,253.40,EOD,586.15,351.19
15min_macd_cross,WIPRO,2026-03-10,SHORT,2026-03-10T12:00:00,198.47,199.70,196.01,1511,2026-03-10T14:45:00,199.70,STOP,-1858.53,-2309.76
15min_macd_cross,MARUTI,2024-09-12,LONG,2024-09-12T12:15:00,12246.00,12205.20,12327.60,24,2024-09-12T14:15:00,12327.60,TARGET,1958.40,1516.08
15min_macd_cross,MARUTI,2024-09-20,SHORT,2024-09-20T13:45:00,12605.60,12688.00,12440.80,23,2024-09-20T15:15:00,12614.65,EOD,-208.15,-643.20
15min_macd_cross,MARUTI,2025-11-11,LONG,2025-11-11T12:45:00,15635.00,15565.00,15775.00,19,2025-11-11T15:15:00,15641.00,EOD,114.00,-331.68
15min_macd_cross,HEROMOTOCO,2025-02-25,SHORT,2025-02-25T13:45:00,3850.45,3873.05,3805.25,77,2025-02-25T15:15:00,3826.50,EOD,1844.15,1400.81
15min_macd_cross,HEROMOTOCO,2026-03-10,SHORT,2026-03-10T13:15:00,5630.00,5658.00,5574.00,53,2026-03-10T14:15:00,5658.00,STOP,-1484.00,-1932.70
15min_macd_cross,EICHERMOT,2024-12-16,SHORT,2024-12-16T13:45:00,4811.65,4826.10,4782.75,62,2024-12-16T14:30:00,4826.10,STOP,-895.90,-1344.06
15min_macd_cross,TITAN,2024-09-20,SHORT,2024-09-20T13:45:00,3776.85,3819.00,3692.55,59,2024-09-20T15:15:00,3799.25,EOD,-1321.60,-1656.84
15min_macd_cross,JSWSTEEL,2025-02-18,LONG,2025-02-18T13:30:00,973.00,968.70,981.60,308,2025-02-18T15:15:00,978.10,EOD,1570.80,1120.10
15min_macd_cross,JSWSTEEL,2025-08-29,SHORT,2025-08-29T13:15:00,1025.10,1029.90,1015.50,292,2025-08-29T14:15:00,1029.90,STOP,-1401.60,-1851.65
15min_macd_cross,HINDALCO,2025-11-27,SHORT,2025-11-27T11:15:00,804.30,805.55,801.80,372,2025-11-27T12:00:00,805.55,STOP,-465.00,-914.15
15min_macd_cross,JINDALSTEL,2024-12-03,LONG,2024-12-03T11:45:00,933.80,926.70,948.00,321,2024-12-03T12:30:00,926.70,STOP,-2279.10,-2727.02
15min_macd_cross,JINDALSTEL,2025-02-03,LONG,2025-02-03T10:15:00,787.00,756.05,848.90,80,2025-02-03T15:15:00,805.50,EOD,1480.00,1384.45
15min_macd_cross,JINDALSTEL,2025-11-19,LONG,2025-11-19T12:15:00,1066.80,1061.50,1077.40,281,2025-11-19T15:15:00,1071.70,EOD,1376.90,926.21
15min_macd_cross,JINDALSTEL,2025-12-12,LONG,2025-12-12T14:00:00,1029.50,1024.60,1039.30,291,2025-12-12T15:15:00,1029.70,EOD,58.20,-391.22
15min_macd_cross,LT,2025-07-28,SHORT,2025-07-28T13:45:00,3410.20,3422.10,3386.40,87,2025-07-28T14:15:00,3422.10,STOP,-1035.30,-1481.11
15min_macd_cross,ADANIPORTS,2025-02-11,SHORT,2025-02-11T11:45:00,1131.95,1147.95,1099.95,156,2025-02-11T15:15:00,1139.75,EOD,-1216.80,-1482.59
15min_macd_cross,ADANIPORTS,2025-12-24,SHORT,2025-12-24T14:15:00,1502.00,1506.10,1493.80,199,2025-12-24T14:45:00,1493.80,TARGET,1631.80,1184.68
15min_macd_zero,INDUSINDBK,2024-05-16,SHORT,2024-05-16T11:30:00,1400.40,1408.30,1384.60,214,2024-05-16T12:15:00,1408.30,STOP,-1690.60,-2141.40
15min_macd_zero,INDUSINDBK,2024-07-15,LONG,2024-07-15T13:30:00,1445.75,1440.45,1456.35,207,2024-07-15T15:15:00,1443.80,EOD,-403.65,-852.25
15min_macd_zero,INDUSINDBK,2024-09-25,SHORT,2024-09-25T13:30:00,1433.65,1436.95,1427.05,209,2024-09-25T13:45:00,1436.95,STOP,-689.70,-1139.67
15min_macd_zero,INDUSINDBK,2024-10-29,SHORT,2024-10-29T10:30:00,1029.00,1045.40,996.20,152,2024-10-29T15:15:00,1037.85,EOD,-1345.20,-1580.82
15min_macd_zero,INDUSINDBK,2024-12-19,SHORT,2024-12-19T14:00:00,959.75,963.75,951.75,312,2024-12-19T15:00:00,963.75,STOP,-1248.00,-1698.10
15min_macd_zero,INDUSINDBK,2025-01-15,LONG,2025-01-15T11:30:00,971.60,965.80,983.20,308,2025-01-15T13:00:00,965.80,STOP,-1786.40,-2233.94
15min_macd_zero,INDUSINDBK,2025-01-30,LONG,2025-01-30T10:45:00,966.00,955.00,988.00,227,2025-01-30T11:00:00,955.00,STOP,-2497.00,-2824.05
15min_macd_zero,INDUSINDBK,2025-04-16,LONG,2025-04-16T10:15:00,756.90,734.60,801.50,112,2025-04-16T15:15:00,787.50,EOD,3427.20,3297.47
15min_macd_zero,INDUSINDBK,2025-07-10,SHORT,2025-07-10T10:15:00,841.35,845.00,834.05,356,2025-07-10T10:15:00,845.00,STOP,-1299.40,-1749.66
15min_macd_zero,INDUSINDBK,2025-09-30,LONG,2025-09-30T14:00:00,733.20,729.65,740.30,409,2025-09-30T15:15:00,735.70,EOD,1022.50,571.91
15min_macd_zero,PNB,2024-04-05,LONG,2024-04-05T14:15:00,132.61,131.59,134.65,2262,2024-04-05T15:15:00,132.66,EOD,113.10,-336.93
15min_macd_zero,PNB,2024-07-08,SHORT,2024-07-08T13:45:00,118.08,118.56,117.12,2540,2024-07-08T15:15:00,117.86,EOD,558.80,109.33
15min_macd_zero,PNB,2024-08-09,SHORT,2024-08-09T10:15:00,111.08,111.64,109.96,2700,2024-08-09T13:30:00,111.64,STOP,-1512.00,-1963.01
15min_macd_zero,PNB,2024-12-10,SHORT,2024-12-10T14:00:00,105.91,106.11,105.51,2832,2024-12-10T14:15:00,106.11,STOP,-566.40,-1016.73
15min_macd_zero,PNB,2024-12-19,SHORT,2024-12-19T14:00:00,100.20,100.84,98.92,2994,2024-12-19T15:15:00,100.84,STOP,-1916.16,-2367.60
15min_macd_zero,PNB,2025-04-25,SHORT,2025-04-25T11:15:00,95.84,97.34,92.84,1666,2025-04-25T13:45:00,97.34,STOP,-2499.00,-2740.38
15min_macd_zero,PNB,2025-05-19,LONG,2025-05-19T12:00:00,98.61,97.68,100.47,2688,2025-05-19T15:15:00,98.06,EOD,-1478.40,-1874.89
15min_macd_zero,PNB,2025-06-05,SHORT,2025-06-05T12:30:00,105.95,106.34,105.17,2831,2025-06-05T15:15:00,105.97,EOD,-56.62,-506.58
15min_macd_zero,PNB,2025-06-13,SHORT,2025-06-13T13:15:00,103.32,104.04,101.88,2903,2025-06-13T15:15:00,103.70,EOD,-1103.14,-1553.87
15min_macd_zero,PNB,2025-10-10,LONG,2025-10-10T10:15:00,115.98,114.31,119.32,1497,2025-10-10T15:15:00,117.47,EOD,2230.53,1968.42
15min_macd_zero,PNB,2026-02-13,SHORT,2026-02-13T13:45:00,118.49,119.18,117.11,2531,2026-02-13T15:15:00,118.79,EOD,-759.30,-1209.72
15min_macd_zero,PNB,2026-02-20,LONG,2026-02-20T12:15:00,129.58,128.53,131.68,2315,2026-02-20T15:15:00,129.49,EOD,-208.35,-658.16
15min_macd_zero,BANKBARODA,2024-09-13,LONG,2024-09-13T10:15:00,230.89,229.59,233.49,1299,2024-09-13T11:45:00,229.59,STOP,-1688.70,-2137.32
15min_macd_zero,BANKBARODA,2024-10-29,LONG,2024-10-29T12:45:00,243.31,241.67,246.59,1232,2024-10-29T15:15:00,246.07,EOD,3400.32,2948.13
15min_macd_zero,BANKBARODA,2024-12-03,LONG,2024-12-03T10:30:00,244.85,242.71,249.13,1168,2024-12-03T15:15:00,246.36,EOD,1763.68,1333.38
15min_macd_zero,BANKBARODA,2024-12-19,SHORT,2024-12-19T14:00:00,239.64,241.23,236.46,1251,2024-12-19T15:15:00,239.83,EOD,-237.69,-687.55
15min_macd_zero,BANKBARODA,2025-01-23,LONG,2025-01-23T13:15:00,221.88,220.33,224.98,1352,2025-01-23T15:15:00,221.42,EOD,-621.92,-1071.43
15min_macd_zero,BANKBARODA,2025-07-02,SHORT,2025-07-02T13:30:00,243.34,245.00,240.02,1232,2025-07-02T15:15:00,242.84,EOD,616.00,166.77
15min_macd_zero,BANKBARODA,2025-12-16,SHORT,2025-12-16T10:15:00,281.80,283.60,278.20,1064,2025-12-16T15:15:00,282.75,EOD,-1010.80,-1461.31
15min_macd_zero,BANKBARODA,2026-01-05,LONG,2026-01-05T11:15:00,308.90,307.60,311.50,971,2026-01-05T11:15:00,307.60,STOP,-1262.30,-1711.27
15min_macd_zero,WIPRO,2024-06-07,LONG,2024-06-07T11:30:00,232.25,230.85,235.05,1291,2024-06-07T12:30:00,230.85,STOP,-1807.40,-2255.80
15min_macd_zero,WIPRO,2024-10-30,LONG,2024-10-30T10:15:00,273.40,268.70,282.80,531,2024-10-30T15:15:00,269.80,EOD,-1911.60,-2127.93
15min_macd_zero,WIPRO,2024-11-04,SHORT,2024-11-04T11:15:00,256.65,259.00,251.95,1063,2024-11-04T15:15:00,258.80,EOD,-2285.45,-2696.39
15min_macd_zero,WIPRO,2024-11-08,LONG,2024-11-08T13:00:00,275.30,274.20,277.50,1089,2024-11-08T13:00:00,274.20,STOP,-1197.90,-1646.70
15min_macd_zero,WIPRO,2024-11-12,SHORT,2024-11-12T13:30:00,273.55,275.30,270.05,1096,2024-11-12T15:15:00,272.45,EOD,1205.60,756.79
15min_macd_zero,WIPRO,2024-12-10,LONG,2024-12-10T11:45:00,295.70,294.40,298.30,1014,2024-12-10T14:15:00,294.40,STOP,-1318.20,-1766.97
15min_macd_zero,WIPRO,2025-01-27,SHORT,2025-01-27T10:30:00,300.85,304.25,294.05,735,2025-01-27T14:00:00,294.05,TARGET,4998.00,4670.06
15min_macd_zero,WIPRO,2025-02-18,LONG,2025-02-18T12:30:00,300.70,298.45,305.20,997,2025-02-18T15:15:00,304.05,EOD,3339.95,2887.75
15min_macd_zero,WIPRO,2025-03-03,LONG,2025-03-03T13:30:00,278.90,276.85,283.00,1075,2025-03-03T14:15:00,276.85,STOP,-2203.75,-2651.82
15min_macd_zero,WIPRO,2025-03-17,SHORT,2025-03-17T10:30:00,254.35,258.40,246.25,617,2025-03-17T15:15:00,253.40,EOD,586.15,351.19
15min_macd_zero,WIPRO,2025-03-19,LONG,2025-03-19T13:30:00,257.70,253.45,266.20,588,2025-03-19T15:15:00,259.00,EOD,764.40,536.54
15min_macd_zero,WIPRO,2025-06-03,SHORT,2025-06-03T12:30:00,239.65,240.30,238.35,1251,2025-06-03T12:30:00,240.30,STOP,-813.15,-1263.46
15min_macd_zero,WIPRO,2025-09-01,LONG,2025-09-01T11:15:00,245.50,244.60,247.30,1221,2025-09-01T12:45:00,244.60,STOP,-1098.90,-1547.71
15min_macd_zero,WIPRO,2025-09-25,SHORT,2025-09-25T14:15:00,235.55,235.95,234.75,1273,2025-09-25T14:30:00,235.95,STOP,-509.20,-959.36
15min_macd_zero,WIPRO,2026-02-06,SHORT,2026-02-06T10:45:00,230.15,231.28,227.89,1303,2026-02-06T15:15:00,230.67,EOD,-677.56,-1127.90
15min_macd_zero,HCLTECH,2024-05-27,LONG,2024-05-27T14:15:00,1356.90,1353.60,1363.50,221,2024-05-27T14:45:00,1353.60,STOP,-729.30,-1178.57
15min_macd_zero,HCLTECH,2024-07-16,SHORT,2024-07-16T13:45:00,1571.00,1575.00,1563.00,190,2024-07-16T15:15:00,1569.10,EOD,361.00,-86.46
15min_macd_zero,HCLTECH,2024-09-02,LONG,2024-09-02T10:00:00,1780.45,1760.00,1821.35,122,2024-09-02T15:15:00,1807.65,EOD,3318.40,2990.09
15min_macd_zero,HCLTECH,2024-09-10,LONG,2024-09-10T13:00:00,1769.70,1761.65,1785.80,169,2024-09-10T15:15:00,1780.10,EOD,1757.60,1307.66
15min_macd_zero,HCLTECH,2025-01-14,SHORT,2025-01-14T14:15:00,1817.90,1826.30,1801.10,165,2025-01-14T14:15:00,1826.30,STOP,-1386.00,-1836.97
15min_macd_zero,HCLTECH,2025-01-17,SHORT,2025-01-17T13:30:00,1773.60,1780.35,1760.10,169,2025-01-17T13:30:00,1780.35,STOP,-1140.75,-1591.21
15min_macd_zero,HCLTECH,2025-03-27,SHORT,2025-03-27T12:15:00,1616.90,1625.40,1599.90,185,2025-03-27T15:00:00,1625.40,STOP,-1572.50,-2022.37
15min_macd_zero,HCLTECH,2025-04-01,SHORT,2025-04-01T10:45:00,1555.30,1577.30,1511.30,113,2025-04-01T15:15:00,1529.60,EOD,2904.10,2642.65
15min_macd_zero,HCLTECH,2025-05-12,LONG,2025-05-12T11:45:00,1638.30,1622.30,1670.30,156,2025-05-12T13:15:00,1670.30,TARGET,4992.00,4604.89
15min_macd_zero,HCLTECH,2025-06-03,LONG,2025-06-03T12:15:00,1639.40,1629.00,1660.20,182,2025-06-03T13:00:00,1629.00,STOP,-1892.80,-2338.94
15min_macd_zero,HCLTECH,2025-06-20,LONG,2025-06-20T10:30:00,1721.70,1711.90,1741.30,174,2025-06-20T15:15:00,1741.30,TARGET,3410.40,2958.48
15min_macd_zero,HCLTECH,2025-12-22,LONG,2025-12-22T11:00:00,1664.60,1657.90,1678.00,180,2025-12-22T15:15:00,1670.00,EOD,972.00,521.83
15min_macd_zero,HCLTECH,2026-02-20,SHORT,2026-02-20T13:30:00,1440.60,1446.50,1428.80,208,2026-02-20T15:15:00,1434.60,EOD,1248.00,799.47
15min_macd_zero,MARUTI,2024-03-18,LONG,2024-03-18T11:00:00,11498.60,11443.00,11609.80,26,2024-03-18T14:30:00,11609.80,TARGET,2891.20,2440.59
15min_macd_zero,MARUTI,2024-05-08,LONG,2024-05-08T13:30:00,12481.55,12443.10,12558.45,24,2024-05-08T13:45:00,12443.10,STOP,-922.80,-1371.44
15min_macd_zero,MARUTI,2024-05-13,SHORT,2024-05-13T10:15:00,12487.05,12574.95,12311.25,24,2024-05-13T10:30:00,12574.95,STOP,-2109.60,-2560.72
15min_macd_zero,MARUTI,2024-08-26,SHORT,2024-08-26T11:15:00,12268.00,12308.40,12187.20,24,2024-08-26T13:00:00,12308.40,STOP,-969.60,-1411.98
15min_macd_zero,MARUTI,2024-09-30,SHORT,2024-09-30T13:15:00,13317.30,13388.80,13174.30,22,2024-09-30T15:15:00,13218.65,EOD,2170.30,1732.46
15min_macd_zero,MARUTI,2024-11-08,SHORT,2024-11-08T10:45:00,11170.00,11248.00,11014.00,26,2024-11-08T12:00:00,11248.00,STOP,-2028.00,-2465.15
15min_macd_zero,MARUTI,2024-11-22,LONG,2024-11-22T14:00:00,11025.60,10977.40,11122.00,27,2024-11-22T15:15:00,11072.30,EOD,1260.90,813.42
15min_macd_zero,MARUTI,2025-03-28,SHORT,2025-03-28T13:15:00,11533.00,11600.60,11397.80,26,2025-03-28T15:15:00,11530.30,EOD,70.20,-379.53
15min_macd_zero,MARUTI,2025-04-30,LONG,2025-04-30T12:00:00,11973.00,11910.00,12099.00,25,2025-04-30T12:00:00,12099.00,TARGET,3150.00,2698.65
15min_macd_zero,MARUTI,2025-11-11,LONG,2025-11-11T12:45:00,15635.00,15565.00,15775.00,19,2025-11-11T15:15:00,15641.00,EOD,114.00,-331.68
15min_macd_zero,MARUTI,2025-11-28,SHORT,2025-11-28T13:30:00,15861.00,15964.00,15655.00,18,2025-11-28T15:15:00,15894.00,EOD,-594.00,-1022.69
15min_macd_zero,HEROMOTOCO,2024-03-22,LONG,2024-03-22T13:30:00,4572.80,4531.55,4655.30,60,2024-03-22T15:15:00,4560.05,EOD,-765.00,-1175.98
15min_macd_zero,HEROMOTOCO,2024-04-03,SHORT,2024-04-03T12:00:00,4433.95,4461.05,4379.75,67,2024-04-03T15:15:00,4447.80,EOD,-927.95,-1374.26
15min_macd_zero,HEROMOTOCO,2024-05-29,LONG,2024-05-29T13:30:00,5045.85,5020.60,5096.35,59,2024-05-29T14:00:00,5020.60,STOP,-1489.75,-1935.19
15min_macd_zero,HEROMOTOCO,2024-11-07,SHORT,2024-11-07T10:15:00,4706.90,4787.85,4545.00,30,2024-11-07T15:15:00,4697.75,EOD,274.50,62.90
15min_macd_zero,HEROMOTOCO,2024-12-23,SHORT,2024-12-23T12:45:00,4208.60,4235.70,4154.40,71,2024-12-23T14:15:00,4154.40,TARGET,3848.20,3402.87
15min_macd_zero,HEROMOTOCO,2025-03-20,LONG,2025-03-20T11:30:00,3608.55,3593.55,3638.55,83,2025-03-20T15:15:00,3593.55,STOP,-1245.00,-1693.33
15min_macd_zero,HEROMOTOCO,2025-06-27,LONG,2025-06-27T10:15:00,4321.60,4303.30,4358.20,69,2025-06-27T15:15:00,4319.90,EOD,-117.30,-564.50
15min_macd_zero,HEROMOTOCO,2025-09-09,SHORT,2025-09-09T12:15:00,5410.00,5448.00,5334.00,55,2025-09-09T15:15:00,5427.50,EOD,-962.50,-1409.55
15min_macd_zero,HEROMOTOCO,2025-11-06,SHORT,2025-11-06T14:00:00,5340.50,5353.50,5314.50,56,2025-11-06T15:15:00,5332.00,EOD,476.00,27.75
15min_macd_zero,HEROMOTOCO,2026-01-19,LONG,2026-01-19T13:45:00,5742.00,5704.00,5818.00,52,2026-01-19T15:15:00,5760.50,EOD,962.00,513.40
15min_macd_zero,HEROMOTOCO,2026-02-10,LONG,2026-02-10T11:45:00,5811.50,5762.50,5909.50,51,2026-02-10T14:45:00,5762.50,STOP,-2499.00,-2941.71
15min_macd_zero,EICHERMOT,2024-09-26,LONG,2024-09-26T12:15:00,4960.00,4930.25,5019.50,60,2024-09-26T15:15:00,4998.00,EOD,2280.00,1831.89
15min_macd_zero,EICHERMOT,2025-01-09,SHORT,2025-01-09T12:45:00,5125.45,5146.50,5083.35,58,2025-01-09T15:15:00,5143.00,EOD,-1017.90,-1464.58
15min_macd_zero,EICHERMOT,2025-01-17,SHORT,2025-01-17T11:00:00,5034.75,5069.30,4965.65,59,2025-01-17T15:15:00,5010.00,EOD,1460.25,1015.77
15min_macd_zero,EICHERMOT,2025-02-11,SHORT,2025-02-11T12:45:00,5009.95,5028.50,4972.85,59,2025-02-11T14:30:00,4972.85,TARGET,2188.90,1747.16
15min_macd_zero,EICHERMOT,2025-03-04,SHORT,2025-03-04T12:00:00,4844.00,4873.25,4785.50,61,2025-03-04T15:15:00,4808.90,EOD,2141.10,1699.48
15min_macd_zero,EICHERMOT,2025-04-09,LONG,2025-04-09T12:15:00,5296.00,5254.10,5379.80,56,2025-04-09T14:15:00,5254.10,STOP,-2346.40,-2789.50
15min_macd_zero,EICHERMOT,2025-04-15,LONG,2025-04-15T13:00:00,5510.00,5470.50,5589.00,54,2025-04-15T15:15:00,5547.50,EOD,2025.00,1577.17
15min_macd_zero,EICHERMOT,2026-01-01,LONG,2026-01-01T11:30:00,7315.00,7287.50,7370.00,41,2026-01-01T15:15:00,7347.50,EOD,1332.50,881.63
15min_macd_zero,EICHERMOT,2026-01-05,LONG,2026-01-05T12:30:00,7481.50,7452.00,7540.50,40,2026-01-05T15:15:00,7479.00,EOD,-100.00,-548.82
15min_macd_zero,EICHERMOT,2026-02-04,LONG,2026-02-04T11:00:00,7288.00,7260.50,7343.00,41,2026-02-04T15:15:00,7282.00,EOD,-246.00,-694.03
15min_macd_zero,TITAN,2024-05-14,LONG,2024-05-14T10:00:00,3271.25,3250.05,3313.65,91,2024-05-14T15:15:00,3290.25,EOD,1729.00,1281.18
15min_macd_zero,TITAN,2024-05-27,SHORT,2024-05-27T10:15:00,3400.00,3416.25,3367.50,88,2024-05-27T10:45:00,3416.25,STOP,-1430.00,-1879.87
15min_macd_zero,TITAN,2024-10-14,LONG,2024-10-14T12:00:00,3519.00,3511.00,3535.00,85,2024-10-14T12:15:00,3511.00,STOP,-680.00,-1128.16
15min_macd_zero,TITAN,2025-01-02,LONG,2025-01-02T12:45:00,3314.00,3281.30,3379.40,76,2025-01-02T14:30:00,3379.40,TARGET,4970.40,4588.88
15min_macd_zero,TITAN,2025-03-20,LONG,2025-03-20T12:45:00,3192.00,3164.00,3248.00,89,2025-03-20T15:15:00,3194.35,EOD,209.15,-217.14
15min_macd_zero,TITAN,2025-03-28,SHORT,2025-03-28T13:15:00,3065.00,3081.00,3033.00,97,2025-03-28T15:15:00,3057.80,EOD,698.40,252.97
15min_macd_zero,TITAN,2025-05-26,LONG,2025-05-26T13:45:00,3606.00,3590.00,3638.00,83,2025-05-26T15:15:00,3609.90,EOD,323.70,-125.49
15min_macd_zero,TITAN,2025-06-25,LONG,2025-06-25T12:45:00,3654.00,3632.00,3698.00,82,2025-06-25T15:15:00,3650.30,EOD,-303.40,-752.61
15min_macd_zero,TITAN,2025-09-03,LONG,2025-09-03T14:00:00,3680.80,3673.20,3696.00,81,2025-09-03T14:30:00,3696.00,TARGET,1231.20,783.06
15min_macd_zero,TITAN,2025-09-12,SHORT,2025-09-12T14:00:00,3572.90,3579.90,3558.90,83,2025-09-12T14:30:00,3579.90,STOP,-581.00,-1026.26
15min_macd_zero,TITAN,2025-12-17,SHORT,2025-12-17T12:45:00,3894.40,3910.40,3862.40,77,2025-12-17T15:00:00,3910.40,STOP,-1232.00,-1682.73
15min_macd_zero,TITAN,2026-01-14,LONG,2026-01-14T10:45:00,4246.70,4227.90,4284.30,70,2026-01-14T14:15:00,4227.90,STOP,-1316.00,-1760.92
15min_macd_zero,TITAN,2026-01-28,SHORT,2026-01-28T12:30:00,3970.90,3992.50,3927.70,75,2026-01-28T15:15:00,3971.00,EOD,-7.50,-454.23
15min_macd_zero,TITAN,2026-02-04,LONG,2026-02-04T14:00:00,4146.80,4129.20,4182.00,72,2026-02-04T15:15:00,4144.40,EOD,-172.80,-620.52
15min_macd_zero,TITAN,2026-02-23,LONG,2026-02-23T11:15:00,4268.90,4255.70,4295.30,70,2026-02-23T15:15:00,4274.10,EOD,364.00,-84.51
15min_macd_zero,ASIANPAINT,2024-07-18,SHORT,2024-07-18T11:30:00,2925.00,2952.70,2869.60,90,2024-07-18T15:15:00,2934.85,EOD,-886.50,-1282.04
15min_macd_zero,ASIANPAINT,2024-08-05,LONG,2024-08-05T12:30:00,3115.80,3085.05,3177.30,81,2024-08-05T15:15:00,3091.30,EOD,-1984.50,-2361.58
15min_macd_zero,ASIANPAINT,2024-08-13,SHORT,2024-08-13T13:15:00,3023.40,3033.70,3002.80,99,2024-08-13T13:15:00,3033.70,STOP,-1019.70,-1469.44
15min_macd_zero,ASIANPAINT,2024-08-27,LONG,2024-08-27T10:30:00,3179.00,3156.55,3223.90,94,2024-08-27T15:15:00,3163.65,EOD,-1442.90,-1890.06
15min_macd_zero,ASIANPAINT,2024-09-04,LONG,2024-09-04T10:30:00,3243.35,3205.10,3319.85,65,2024-09-04T15:15:00,3232.00,EOD,-737.75,-1053.42
15min_macd_zero,ASIANPAINT,2024-11-21,SHORT,2024-11-21T13:00:00,2433.00,2442.55,2413.90,123,2024-11-21T15:15:00,2427.60,EOD,664.20,215.81
15min_macd_zero,ASIANPAINT,2024-12-17,SHORT,2024-12-17T13:00:00,2375.65,2381.70,2363.55,126,2024-12-17T13:30:00,2363.55,TARGET,1524.60,1076.75
15min_macd_zero,ASIANPAINT,2025-04-08,LONG,2025-04-08T11:15:00,2390.30,2374.65,2421.60,125,2025-04-08T15:15:00,2391.25,EOD,118.75,-329.52
15min_macd_zero,ASIANPAINT,2025-05-27,LONG,2025-05-27T11:15:00,2343.00,2324.00,2381.00,128,2025-05-27T14:30:00,2324.00,STOP,-2432.00,-2880.03
15min_macd_zero,ASIANPAINT,2025-08-29,LONG,2025-08-29T13:00:00,2520.00,2508.50,2543.00,119,2025-08-29T13:00:00,2508.50,STOP,-1368.50,-1817.29
15min_macd_zero,ASIANPAINT,2025-12-11,SHORT,2025-12-11T10:15:00,2768.50,2802.80,2699.90,72,2025-12-11T15:15:00,2779.00,EOD,-756.00,-1055.57
15min_macd_zero,ASIANPAINT,2026-01-29,SHORT,2026-01-29T12:30:00,2420.70,2434.00,2394.10,123,2026-01-29T15:15:00,2414.30,EOD,787.20,341.17
15min_macd_zero,JSWSTEEL,2024-03-28,LONG,2024-03-28T13:30:00,836.90,831.40,847.90,358,2024-03-28T15:00:00,831.40,STOP,-1969.00,-2416.94
15min_macd_zero,JSWSTEEL,2024-05-08,SHORT,2024-05-08T13:15:00,861.45,865.75,852.85,348,2024-05-08T13:30:00,865.75,STOP,-1496.40,-1947.20
15min_macd_zero,JSWSTEEL,2024-06-26,SHORT,2024-06-26T12:45:00,924.00,925.55,920.90,324,2024-06-26T13:15:00,920.90,TARGET,1004.40,556.09
15min_macd_zero,JSWSTEEL,2024-07-09,SHORT,2024-07-09T10:00:00,933.25,940.80,918.15,321,2024-07-09T15:15:00,935.60,EOD,-754.35,-1204.28
15min_macd_zero,JSWSTEEL,2024-11-11,LONG,2024-11-11T12:00:00,994.40,988.60,1006.00,301,2024-11-11T12:15:00,988.60,STOP,-1745.80,-2193.46
15min_macd_zero,JSWSTEEL,2024-11-22,LONG,2024-11-22T10:15:00,955.00,944.70,975.60,242,2024-11-22T14:15:00,975.60,TARGET,4985.20,4634.80
15min_macd_zero,JSWSTEEL,2024-12-17,SHORT,2024-12-17T13:00:00,975.15,980.00,965.45,307,2024-12-17T15:15:00,965.45,TARGET,2977.90,2531.08
15min_macd_zero,JSWSTEEL,2025-02-11,SHORT,2025-02-11T14:15:00,951.65,955.85,943.25,315,2025-02-11T15:00:00,955.85,STOP,-1323.00,-1773.65
15min_macd_zero,JSWSTEEL,2025-02-18,LONG,2025-02-18T13:30:00,973.00,968.70,981.60,308,2025-02-18T15:15:00,978.10,EOD,1570.80,1120.10
15min_macd_zero,JSWSTEEL,2025-02-27,LONG,2025-02-27T11:00:00,972.25,967.10,982.55,308,2025-02-27T11:30:00,967.10,STOP,-1586.20,-2034.19
15min_macd_zero,JSWSTEEL,2025-07-09,SHORT,2025-07-09T13:45:00,1035.30,1039.80,1026.30,289,2025-07-09T15:00:00,1039.80,STOP,-1300.50,-1750.28
15min_macd_zero,JSWSTEEL,2025-07-30,SHORT,2025-07-30T12:45:00,1032.80,1040.40,1017.60,290,2025-07-30T15:15:00,1039.30,EOD,-1885.00,-2335.68
15min_macd_zero,JSWSTEEL,2025-08-21,LONG,2025-08-21T11:45:00,1084.90,1081.10,1092.50,276,2025-08-21T12:30:00,1081.10,STOP,-1048.80,-1497.16
