variant,symbol,direction,entry_date,exit_date,entry_price,exit_price,qty,days_held,exit_reason,gross_pnl,net_pnl
baseline,KOTAKBANK,SHORT,2020-03-19,2020-03-20,1095.05,1182.65,98,1,INITIAL_STOP,-8585.19,-8808.41
baseline,AXISBANK,SHORT,2020-03-13,2020-03-23,516.95,387.71,202,10,TARGET,26105.98,25923.23
baseline,AXISBANK,SHORT,2020-03-24,2020-03-25,331.95,358.51,326,1,INITIAL_STOP,-8657.26,-8882.34
baseline,ICICIBANK,SHORT,2020-03-19,2020-03-26,336.10,362.99,322,7,INITIAL_STOP,-8657.94,-8883.04
baseline,INDUSINDBK,SHORT,2020-03-25,2020-03-26,292.00,315.36,370,1,INITIAL_STOP,-8643.20,-8867.92
baseline,IDFCFIRSTB,SHORT,2020-03-20,2020-03-27,20.95,22.63,5173,7,INITIAL_STOP,-8669.95,-8895.37
baseline,JINDALSTEL,SHORT,2020-04-03,2020-04-07,74.25,80.19,1410,4,INITIAL_STOP,-8375.40,-8593.16
baseline,NTPC,SHORT,2020-03-19,2020-04-08,78.55,84.83,1379,20,INITIAL_STOP,-8665.64,-8890.94
baseline,M&M,SHORT,2020-03-20,2020-04-08,316.00,341.28,342,19,INITIAL_STOP,-8645.76,-8870.55
baseline,CUMMINSIND,SHORT,2020-04-08,2020-04-09,286.00,308.88,363,1,INITIAL_STOP,-8305.44,-8521.38
baseline,WIPRO,SHORT,2020-03-11,2020-05-11,99.85,90.55,977,61,MAX_HOLD,9086.10,8900.08
baseline,HDFCBANK,SHORT,2020-03-13,2020-05-12,490.00,450.80,213,60,MAX_HOLD,8349.60,8149.21
baseline,TATAPOWER,SHORT,2020-05-12,2020-05-13,27.25,29.43,3749,1,INITIAL_STOP,-8172.82,-8385.31
baseline,HDFCLIFE,SHORT,2022-02-15,2022-02-18,564.00,597.44,181,3,INITIAL_STOP,-6052.31,-6262.53
baseline,HDFCLIFE,SHORT,2022-03-02,2022-03-03,518.00,553.18,195,1,INITIAL_STOP,-6860.42,-7069.30
baseline,PNB,SHORT,2022-02-25,2022-03-10,32.85,35.48,3090,13,INITIAL_STOP,-8120.52,-8331.65
baseline,HINDUNILVR,SHORT,2022-03-07,2022-03-10,1979.50,2086.58,50,3,INITIAL_STOP,-5354.09,-5557.40
baseline,ULTRACEMCO,SHORT,2022-03-08,2022-03-10,5631.00,6081.48,17,2,INITIAL_STOP,-7658.16,-7857.27
baseline,BRITANNIA,SHORT,2022-03-08,2022-03-16,3115.00,3305.15,32,8,INITIAL_STOP,-6084.74,-6290.18
baseline,DRREDDY,SHORT,2022-03-03,2022-03-23,775.80,822.89,130,20,INITIAL_STOP,-6121.53,-6329.36
baseline,IDFCFIRSTB,SHORT,2022-02-25,2022-04-05,40.80,44.06,2488,39,INITIAL_STOP,-8120.83,-8331.97
baseline,MCX,SHORT,2022-02-07,2022-04-08,1424.95,1467.85,71,60,MAX_HOLD,-3045.90,-3251.29
baseline,SHREECEM,SHORT,2022-02-25,2022-04-11,23615.30,25316.66,4,45,INITIAL_STOP,-6805.44,-7001.17
baseline,PNB,SHORT,2022-05-13,2022-05-30,28.62,30.83,3337,17,INITIAL_STOP,-7371.13,-7569.51
baseline,JSWSTEEL,SHORT,2022-05-24,2022-07-13,548.95,592.87,173,50,INITIAL_STOP,-7597.47,-7795.00
baseline,ULTRACEMCO,SHORT,2022-06-08,2022-07-18,5581.95,5968.37,16,40,INITIAL_STOP,-6182.79,-6367.59
baseline,GRASIM,SHORT,2022-06-06,2022-07-19,1328.70,1435.00,71,43,INITIAL_STOP,-7547.02,-7743.24
baseline,VEDL,SHORT,2022-06-21,2022-07-20,197.85,213.68,478,29,INITIAL_STOP,-7565.78,-7762.49
baseline,TATASTEEL,SHORT,2022-05-24,2022-07-25,97.23,90.34,982,62,MAX_HOLD,6765.98,6581.79
baseline,DIVISLAB,SHORT,2022-05-25,2022-07-25,3686.00,3774.30,25,61,MAX_HOLD,-2207.50,-2394.01
baseline,MUTHOOTFIN,SHORT,2022-05-30,2022-07-29,1100.00,1065.65,86,60,MAX_HOLD,2954.10,2767.85
baseline,WIPRO,SHORT,2022-06-20,2022-08-04,200.50,214.93,472,45,INITIAL_STOP,-6812.12,-7008.21
baseline,SHREECEM,SHORT,2022-06-06,2022-08-05,20599.95,21237.40,4,60,MAX_HOLD,-2549.80,-2717.15
baseline,HCLTECH,SHORT,2022-07-14,2022-08-17,926.15,977.89,101,34,INITIAL_STOP,-5225.75,-5418.06
baseline,WIPRO,SHORT,2022-10-14,2022-11-28,189.75,200.24,479,45,INITIAL_STOP,-5023.97,-5210.77
baseline,DIVISLAB,SHORT,2022-11-10,2022-12-21,3298.75,3519.07,27,41,INITIAL_STOP,-5948.51,-6132.60
baseline,ADANIPORTS,SHORT,2023-01-30,2023-02-01,620.00,465.00,144,2,TARGET,22320.00,22163.76
baseline,ADANIPORTS,SHORT,2023-02-02,2023-02-07,510.00,550.80,180,5,INITIAL_STOP,-7344.00,-7534.94
baseline,GODREJPROP,SHORT,2023-02-24,2023-03-03,1091.30,1155.47,83,7,INITIAL_STOP,-5326.46,-5512.94
baseline,TATAPOWER,SHORT,2023-03-28,2023-04-03,186.70,195.91,486,6,INITIAL_STOP,-4474.97,-4660.92
baseline,HDFCLIFE,SHORT,2023-02-03,2023-04-05,496.00,507.75,185,61,MAX_HOLD,-2173.75,-2359.44
baseline,DIVISLAB,SHORT,2023-02-06,2023-04-10,2810.00,2909.65,32,63,MAX_HOLD,-3188.80,-3371.83
baseline,INFY,SHORT,2023-04-18,2023-06-19,1269.95,1294.00,70,62,MAX_HOLD,-1683.50,-1862.98
baseline,VEDL,SHORT,2023-08-08,2023-10-09,199.25,181.70,449,62,MAX_HOLD,7879.95,7708.90
baseline,HDFCBANK,SHORT,2024-01-24,2024-01-25,690.10,726.33,130,1,INITIAL_STOP,-4709.43,-4893.56
baseline,HINDUNILVR,SHORT,2024-01-24,2024-01-30,2388.00,2480.19,37,6,INITIAL_STOP,-3411.09,-3591.21
baseline,HINDUNILVR,SHORT,2024-04-16,2024-04-22,2183.00,2244.94,40,6,INITIAL_STOP,-2477.50,-2654.61
baseline,ASIANPAINT,SHORT,2024-05-10,2024-05-13,2699.00,2823.82,33,3,INITIAL_STOP,-4119.01,-4301.26
baseline,KOTAKBANK,SHORT,2024-04-26,2024-06-03,1642.45,1735.77,54,38,INITIAL_STOP,-5039.24,-5221.66
baseline,NESTLEIND,SHORT,2024-10-25,2024-12-24,1134.50,1083.40,77,60,MAX_HOLD,3934.70,3763.92
baseline,INDUSINDBK,SHORT,2024-10-28,2024-12-27,1051.40,953.40,83,60,MAX_HOLD,8134.00,7967.60
baseline,ASIANPAINT,SHORT,2024-11-12,2025-01-13,2535.00,2252.65,34,62,MAX_HOLD,9599.90,9437.12
baseline,IDFCFIRSTB,SHORT,2025-01-28,2025-01-30,57.80,61.87,1563,2,INITIAL_STOP,-6359.80,-6546.85
baseline,GODREJPROP,SHORT,2025-01-28,2025-01-30,2130.20,2300.62,42,2,INITIAL_STOP,-7157.47,-7343.57
baseline,AXISBANK,SHORT,2025-01-20,2025-03-07,992.05,1044.67,91,46,INITIAL_STOP,-4788.57,-4973.91
baseline,POWERGRID,SHORT,2025-03-03,2025-03-07,253.00,268.47,351,4,INITIAL_STOP,-5429.88,-5612.91
baseline,INDUSINDBK,SHORT,2025-03-11,2025-03-12,810.45,607.84,108,1,TARGET,21882.15,21728.97
baseline,BAJAJ-AUTO,SHORT,2025-03-05,2025-03-19,7151.00,7575.07,12,14,INITIAL_STOP,-5088.87,-5265.58
baseline,TCS,SHORT,2025-03-03,2025-03-24,3485.00,3641.66,25,21,INITIAL_STOP,-3916.60,-4094.77
baseline,BANKBARODA,SHORT,2025-02-01,2025-03-27,208.80,221.13,426,54,INITIAL_STOP,-5251.44,-5434.59
baseline,TATAMOTORS,SHORT,2025-01-31,2025-04-01,706.00,671.85,125,60,MAX_HOLD,4268.75,4096.52
baseline,TATAMOTORS,SHORT,2025-04-08,2025-04-23,591.20,638.50,150,15,INITIAL_STOP,-7094.40,-7278.85
baseline,DABUR,SHORT,2025-04-04,2025-04-24,466.90,491.52,190,20,INITIAL_STOP,-4677.83,-4859.93
baseline,TCS,SHORT,2025-04-08,2025-04-29,3302.05,3484.28,26,21,INITIAL_STOP,-4737.86,-4914.31
baseline,SIEMENS,SHORT,2025-04-08,2025-05-20,2938.35,3173.42,30,42,INITIAL_STOP,-7052.04,-7235.39
baseline,COLPAL,SHORT,2025-07-24,2025-09-01,2281.10,2372.62,37,39,INITIAL_STOP,-3386.18,-3558.37
baseline,TATAMOTORS,SHORT,2025-10-15,2025-10-17,403.00,396.60,213,2,END_OF_BACKTEST,1363.20,1192.89
baseline,TRENT,SHORT,2025-11-11,2025-12-31,4295.00,4279.00,20,50,END_OF_BACKTEST,320.00,148.52
